smiles,logP,MW
CC[C@@H]([NH2+]CCS(=O)(=O)C(C)(C)C)C1CCCCC1,2.122,290.49
O=C(CNC(=O)N1CCN(c2ncccn2)CC1)Nc1cccc(C(F)(F)F)c1,1.9657,408.38
O=C(/C=C/c1ccc2ccccc2n1)NCCCn1cnc2ccccc21,3.8042,356.43
CC[C@H](Nc1nnnn1-c1ccccc1)C(=O)NC[C@@H]1CCCO1,1.148,330.39
c1c2c(no1)CCCO2,1.0,125.13
COc1ccccc1N/C(=N/C(=O)c1ccc2c(c1)OCO2)NCc1cccnc1,3.217,404.43
C[C@@H]1CCCC[C@H]1NC(=S)N1CCOCC1,1.7718,242.39
O=C(NCc1ccc(F)cc1)C(=O)Nc1cccc2cnccc12,2.6288,323.33
c1coc(c1CCO)N,0.397,127.14
C[C@@H](c1ccc(F)cc1)N(C)C(=O)NC[C@H](c1cccs1)[NH+](C)C,2.4754,350.48
O=C(CCCOc1ccccc1)N1CC[C@](O)(C(F)(F)F)C1,2.3713,317.31
CCN(Cc1ccc(OC)cc1)C(=O)[C@@H]1CCC(=O)O1,1.7493,277.32
C#CC1=C(CCN1)C=O,0.066,121.14
CC1CC1(C)C=O,1.231,98.14
O=C1CCc2ccccc2CN1,1.249,161.2
C[C@H]1CSCCN1[C@H](C[NH3+])CC(=O)N1CCCC1,0.0467,272.44
CN1CC11CC=CC1=O,0.2,123.15
Cn1cc(CCC[NH+]2CCC(c3ccc(F)cc3)CC2)cn1,1.9543,302.42
CCC1(C)C2CCC12,2.443,110.2
Cc1noc(C)c1CN1CCC[NH2+][C@H](C(C)C)C1,1.08514,252.38
CC(=O)NCCCN(C)C(=O)Cc1ccc(F)cc1F,1.4919,284.31
CS(=O)(=O)c1ccc(-n2nnc(C(=O)[O-])c2-c2ccc(Cl)cc2)cc1,1.3547,376.8
COc1c2c(c(C)c3c1C(=O)OC3)O[C@@]1(C)C[C@@H](O)[C@@]3(O)C(C)(C)OC(=O)CC[C@@]3(C)[C@H]1C2,2.60142,460.52
c1cc(N2CC[NH+](CC3CC3)CC2)ccc1C[NH2+]C1CCCC1,0.8075,315.51
CCC[C@H]1[C@@H](C)CCCN1C(=O)N[C@@H](C)Cn1cncn1,2.2768,293.42
Cc1ccc(Cl)cc1N[C@@H]1CCO[C@@]2(CCOC2)C1,3.39842,281.78
C[C@H]([NH2+]Cc1cn[nH]c1C(C)(C)C)c1nc(-c2ccncc2)cs1,3.0503,342.49
C[C@H]([NH2+]CC(C)(C)S(C)(=O)=O)c1ccc(F)c(F)c1,1.4124,292.37
Cc1ccc(Cl)c2c1NC(=O)C2,2.14302,181.62
CC(C)NC(=O)[C@H]1CN(C(=O)c2ccccn2)C[C@@H]1c1ccnc(N2CCOCC2)n1,1.0886,424.51
Cc1ccc(NC(=O)[C@H](C)N2C(=O)[C@@H]3CCCC[C@H]3C2=O)cc1F,2.63632,332.38
CCNC(=O)C1CCN(C(=O)c2ccc(NC(=O)c3ccc(C)cc3)cc2)CC1,3.23562,393.49
CC1OC2COC12,0.172,100.12
Cc1ccc2nc(C[NH+](C)CC3CCCCC3)cc(=O)n2c1,1.59792,300.43
CCOc1ccc(NC(=O)c2ccnc(NC)c2)cn1,2.1693,272.31
COC(=O)c1ccc(NC(=O)c2cccc(C[NH+](C)C)c2)c(O)c1,1.0756,329.38
N=C1OC2CC2C=C1,0.939,109.13
O=C(OCc1cc(F)cc2c1O[C@H](c1ccsc1)OC2)C1=CN2CCS(=O)(=O)N=C2C=C1,3.0358,476.51
COc1cc(/C=N\NC(=O)CCc2ccc(O)cc2)ccc1O,2.1893,314.34
CC1C=C(C#C)C2CC12,1.832,118.18
Cc1cccc(NC(=O)COc2ccc(N3C[C@@H](C(=O)[O-])CC3=O)cc2)c1,1.11532,367.38
CC1(O)C(C#C)C1C#C,0.25,120.15
COc1cc(Cl)ccc1C(=O)N1CCN(c2ccc(C)cc2C)CC1,3.92784,358.87
CC1(C)CC2NC2C1O,0.118,127.19
COCCC(=O)Nc1ccc2c(c1)CN(Cc1ccc3cc(F)ccc3n1)CC2,3.9072,393.46
Cc1c(CNC(=O)c2cn(C[C@H]3CCC[NH2+]C3)nn2)oc2ccccc12,1.23612,354.43
COc1ccccc1OC(=O)CSCc1cccnc1,2.929,289.36
O=C(COC(=O)CN1C(=O)[C@H]2[C@@H]3C=C[C@@H](C3)[C@@H]2C1=O)Nc1c(Cl)c(Cl)cc(Cl)c1Cl,3.589,492.14
CSC[C@@H](C)OC(=O)c1cc(N2CCCC2=O)ccc1Cl,3.3751,327.83
O=[N+]([O-])c1ccc(/C=N/N2CCOCC2)cc1,1.2609,235.24
Cc1cc([C@@H](C)[NH2+]Cc2ccc(OCC(N)=O)cc2)c(C)s1,2.05364,319.45
CC[C@H](C)c1ccccc1NC(=O)[C@@H](C)Sc1ncn[nH]1,3.4375,304.42
CCCN(CC)C(=O)c1cc([N+](=O)[O-])ccc1I,3.0715,362.17
Nc1ccc(S(=O)(=O)Nc2nc(-c3ccccc3)cs2)cc1,3.1931,331.42
CCC(C(N)=O)(C(N)=O)c1ccc(C)cc1,0.61342,220.27
Cc1nc(Cl)ccc1C(=O)NC1CC[NH+](CC2(O)CCCCC2)CC1,1.5157200000000002,366.91
Cc1ccc([C@](C)(O)CNC(=O)N[C@@H]2CCC[C@@H]2C)o1,2.28332,280.37
CC(C)N(C)C(=O)[C@H](C)SCc1cccc(F)c1Cl,3.9676,303.83
COCCNC(=O)[C@]1(C[C@@H]2CC(c3ccc(F)cc3)=NO2)CCC[NH2+]C1,0.815,364.44
C[C@]12CCC[C@H]1[C@@H]1CCC3=CC(=O)CC[C@]3(C)[C@@H]1[C@H](O)C2,3.8792,288.43
COC1=CC=COC1=N,0.768,125.13
Cc1nc2cc(C(=O)N(C)Cc3cccnc3)ccc2n1C,2.54892,294.36
CC1OC2(C)CCC12,1.574,112.17
CC1CN(C)C(=O)O1,0.457,115.13
c1ncc(COCCC2CC[NH2+]CC2)s1,1.0232,227.35
O=C(NC[C@H](O)c1ccccc1)Nc1ccccc1,2.5417,256.31
Cc1ccc(CN2CCc3nnc(CCNC(=O)Cc4ccc(F)cc4)n3CC2)o1,2.27832,411.48
CC12COC1(C)C2C#C,1.045,122.17
O=C(CCn1cncn1)N(Cc1ccccc1)Cc1ccco1,2.4902,310.36
N#Cc1csc(C(=O)N2CCSc3ncccc32)c1,2.76728,287.37
CC[C@H](C)[C@H](NC(=O)c1ccc([N+](=O)[O-])cc1)C(N)=O,1.2246,279.3
CC[C@H](C#N)Oc1cccc(CNC(=O)N2CCC[C@H](c3[nH]cc[nH+]3)C2)c1,2.59898,368.46
CCOc1ccccc1CCC(=O)NNC(=O)c1cc(C)oc1C,2.68894,330.38
CC(C)[NH+]1CCC(C(=O)Nc2ccc(N3CCOCC3)cc2C(N)=O)CC1,0.2639,375.49
CC(C)c1ccc(/C=N/n2c([S-])nnc2-c2ccncc2)cc1,3.2515,322.42
Cc1nn(-c2ccc(F)cc2)c(C)c1C(=O)NC[C@@H](CC(C)C)[NH+](C)C,1.91724,361.49
C1CC=CC=CCOC1,1.909,124.18
Cc1nnc2ccc(N(CCS(C)(=O)=O)C3CC3)nn12,0.44612,295.37
CC(C)=CCN1C(=O)[C@H]2CC[C@@H]1C[NH+](CC(=O)NCc1ccccc1)C2,0.7747,356.49
CC[NH2+]C[C@H](C)Cc1c(C)nn(-c2ccc(Br)cc2)c1C,3.0135400000000003,351.31
C#CC(=O)n1cccc1,0.761,119.12
c1c(nc2n1CCC2)N,0.412,123.16
COc1cc(C)c(CSc2ccccc2N)cc1OC,3.88672,289.4
Cc1cc(O[C@@H](C)c2nc3ccccc3c(=O)[nH]2)ccc1[N+](=O)[O-],3.27972,325.32
O=C(C[C@H]1CSc2nc3c(c(=O)n21)CCC3)N1CCc2ccccc21,2.3582,353.45
O=C(N[C@H]1C[C@@H](O)[C@@H](CO)C1)c1cnc2ccccc2n1,0.4914,287.32
CCn1cc[nH+]c(N2CC[C@@H](COCc3ccccc3)C2)c1=O,1.7254,314.41
C[C@@H]1CC(C)(C)C[C@@](CC(=O)Nc2cccc(C(F)(F)F)c2)(C(=O)[O-])C1,3.6165,370.39
CCC[NH2+][C@H](CC(F)(F)F)[C@@H]1CCCc2cccnc21,2.7959,287.35
CCC(=O)N1CCc2[nH]c3cc([C@@H]4CCCC[NH+]4Cc4ccc(C)c(C)c4)nn3c(=O)c2C1,2.24424,448.59
CC1CC1(C)CN1CC1,1.348,125.22
CCOCCCN1C(=O)CC[C@@H]2C[NH+](Cc3c(O)ccc4ccccc34)CC[C@@H]21,2.3678,397.54
C#C[C@@]1(O)C[C@H](C)[NH2+]C[C@]1(C)CCC#N,0.01638,207.3
CCCN1CCO[C@H](c2nc(C)cc(C[NH2+]C3CC3)n2)C1,0.7941199999999999,291.42
CC1OC2(CC12)C1CN1,0.136,125.17
CC(=O)N1CCN(C(=O)CNC(=O)CCC(C)C)CC1,0.2295,283.37
NC(=O)Cc1csc(NC(=O)c2ccc(N3CCCC3)c(F)c2)n1,2.1625,348.4
OCCC1OC1C1CC1,0.546,128.17
C[C@H](c1ccc(Br)s1)[NH+]1CCC(CC(=O)[O-])CC1,1.0065,332.26
Nc1cccc2oc(NC[C@H]3CCC[C@H]3CO)nc12,2.2305,261.32
C1OC23CC4CC2C4C13,1.041,122.17
Cc1c[nH]cc1N2CC2,1.143,122.17
COc1ccc(F)cc1S(=O)(=O)N1C[C@@H]2CCC[C@H](C1)C2N1CCOCC1,1.9557,398.5
C=CCNC(=O)/C(C#N)=C/c1cc(OC)c(OC)c(OC)c1,1.92158,302.33
C[C@@H](c1nnc(SCC(=O)Nc2cccc(Cl)c2)n1C)N1C(=O)COc2ccccc21,3.6859,457.94
CNc1ccoc1C=O,1.134,125.13
CC1C2C3CC1C(=O)C23,1.087,122.17
CC1N2CC2(C)CC1=O,0.422,125.17
CSc1ncc(/C=C2\C(=O)NC(=O)N(c3ccc(F)cc3)C2=O)cn1,2.004,358.35
Cc1nc(Cn2nnc3ccccc3c2=O)cs1,1.60472,258.31
C1CC(C1)(CC=O)C#N,1.269,123.15
CCC12CN1C=CC2=O,0.547,123.15
C#CCc1nccnn1,0.047,119.13
O=CCC12CC(C1)O2,0.507,112.13
CCC1COC1CC,1.821,114.19
C[C@H]1CC(=Cc2ccco2)[C@H](C)[NH+](C)C1,1.606,206.31
Cc1cc(C)n([C@H](C)C(=O)NCc2[nH+]ccn2CCc2ccccc2)n1,2.23564,352.46
N#CC12CC(C1)OC2,0.689,109.13
CCN(CC)S(=O)(=O)c1ccc(F)c(C(=O)Nc2cc(C)ccc2F)c1,3.55602,382.43
O=C(COC(=O)C12CC3CC(CC(C3)C1)C2)Nc1cccc(I)c1,3.9893,439.29
Cc1cc(C)cc(OCCNC(=O)CCN2C(=O)c3ccccc3C2=O)c1,2.48474,366.42
Cc1cc2oc(=O)cc(COC(=O)C[C@H](NC(N)=O)c3cccs3)c2cc1C,3.3142400000000003,400.46
CN1C(=O)C[C@@H](NC(=O)N[C@@H]2CC[C@H]([NH+](C)C)C2)[C@@H]1c1ccc(Cl)cc1,0.9766,379.91
CC[NH2+][C@@H]1CCC[C@@H]1c1cscc1Br,2.73,275.24
C1C=CC=CC(=C1)C=O,1.628,120.15
C1CC2(C1=O)COC2,0.366,112.13
C[C@H](Oc1ccccc1)C(=O)Nc1ccc([N+](=O)[O-])cc1Cl,3.6542,320.73
CN(Cc1nc(-c2ccccn2)no1)C[C@H](O)c1ccccc1,2.297,310.36
CC(=O)N[C@@H](Cc1cccc2ccccc12)C(=O)N1CCN(C(=O)Nc2ccc(C)cc2)CC1,3.57172,458.56
COc1cccc(OC)c1OCc1cccc(C(N)=O)c1,2.3817,287.31
COC1C2CCOCC12,0.668,128.17
C[C@@H](CNS(=O)(=O)c1c(F)cccc1F)Oc1ccccc1,2.7106,327.35
COc1ccc2c(c1)c(-c1nc(C)ncc1CNC(=O)Cn1cccnc1=O)cn2C,1.82542,418.46
C[C@@H](CNC(=O)c1ccco1)[NH+]1CCCC1,0.0766,223.3
CC[C@@H](Oc1ccc(/C=C2\SC(=S)N(NC(=O)c3ccccc3O)C2=O)cc1)C(=O)[O-],1.8457,457.51
C[C@H]1CN(c2ccc(NC(=O)NCC(=O)N(C)C)cc2)C[C@H](C)O1,1.5099,334.42
CC1=CC(O)C2COC12,0.322,126.15
O=C(NCCc1ccccc1)NCCn1c(-c2ccc(F)cc2)nc2cccnc21,3.7793,403.46
CC12CCC(O1)C(O)C2,0.689,128.17
COCCOc1ccc(Cl)cc1S(=O)(=O)[N-]c1ccncc1C,3.46272,355.82
C#CC1CCCC2CC12,2.056,120.19
CC1OCC=C1C#N,0.855,109.13
CC#Cc1ccncc1,1.453,117.15
C[NH+](C)[C@@H]1CCC[C@@H](NC(=O)/C=C/SCc2ccco2)C1,1.5984,309.46
CN(Cc1ccccc1)C(=O)N[C@H]1CCc2ccc(F)cc21,3.6546,298.36
Cn1ccc(c1)C#C,1.006,105.14
OC1(CC1)C1OC2CC12,0.299,126.15
O=C(c1cccnc1OCC(F)F)N1CCO[C@@H](c2cccc(F)c2)C1,3.0783,366.34
CN(C(=O)CCS(=O)(=O)c1ncccc1Cl)c1ccccc1,2.5618,338.82
COc1ccc(CNc2cc[nH+]c3cc(F)ccc23)c(OC)c1OC,3.4309,343.38
O=C(NCc1cc[nH]n1)c1cc2ccccc2o1,2.0859,241.25
CCOCCN(C)Cc1cc(Br)cc2cccnc12,3.4656,323.23
COc1ccnc(COC(=O)c2cccc(-c3noc(C)n3)c2)c1,2.80562,325.32
CNc1cc(c([nH]1)O)O,0.468,128.13
CCc1noc(CC)c1CC(=O)N1C[C@@H](C)N(C(=O)OC(C)(C)C)C[C@@H]1C,3.1982,379.5
CC(C)(COC)OC,1.058,118.18
CC(O)C1N(C)C1(C)C,0.46,129.2
CC[NH+]1CCC[C@H]1CNC(=O)CC[C@@H]1CCCO1,0.129,255.38
COc1ccc(S(=O)(=O)NC(C)(C)C)cc1N,1.3542,258.34
COc1ccc(C(=O)NC[C@@H](C)[NH+]2CCCC2)cc1O,0.1978,279.36
C[C@@H]1C[C@H](NC(=O)N2CCC[C@@H]2c2ccc[nH]2)CN1c1ccccc1,3.5286,338.46
C[C@@]1(C(=O)Nc2cc[nH]n2)CCCc2ccccc21,2.6424,255.32
CC1(C)C2OC1C21CC1,1.574,124.18
Cn1nnnc1SCC(=O)Nc1ccccc1Oc1cccc(F)c1,2.8723,359.39
Cc1nn(C)c(C)c1-c1nn2c(C3CC3)nnc2s1,2.08054,274.35
C#CC1C2CCC12C#N,1.169,117.15
O=C(CCCc1cc(Cl)sc1Cl)N1CCCS1(=O)=O,2.9397,342.27
CC(C)c1cccc(NS(=O)(=O)c2ccc3c(c2)NC(=O)CO3)c1,2.9417,346.41
COc1ccc(CNC(=O)c2cc(=O)c3ccc(Br)cc3o2)cc1,3.4941,388.22
COc1ccc(NS(=O)(=O)c2ccc(Cl)c(C(=O)[O-])c2)cc1Cl,2.1663,375.21
Cc1c(C(=O)N[C@H]2CC(=O)N(C3CCCCCC3)C2)cnc2ccnn12,2.09122,355.44
C1CC=CN(C=C1)C=O,1.266,123.15
C[C@@H]1CCCC[C@H]1NC(=O)C1CCN(c2nnnn2-c2ccccc2)CC1,2.5736,368.49
O=CC1COC11CCC1,0.754,126.16
CCn1ncc2c1CCC[C@@H]2[NH2+][C@H](C)C(=O)NCCc1cccs1,1.6527,347.51
CN(C)/C=C(/Cl)C=[N+](C)C,0.9711,161.66
CCCCCNC(=O)C(=O)N1CC[C@H](C)c2ccccc21,2.8332,288.39
Cc1ccc(-c2noc(CCC(=O)N3CCC[C@H]3c3nnc4ccccn34)n2)cc1,3.38402,402.46
CC12CC3CC(CC13)C2,2.443,122.21
O=C(CSc1nnnn1-c1ccccc1)NC1CC1,1.033,275.34
Cc1ccc([O-])c(CN(C)[C@H]2CCC[NH+](Cc3ccccc3)C2)[nH+]1,0.56202,326.46
COc1ccc(CCNC(=O)C(=O)Nc2cncc(C)c2)cc1,1.69602,313.36
Cc1coc(n1)CN,0.442,112.13
CC[C@@H](C)Oc1ccc(/C=N\Nc2ccc([N+](=O)[O-])cn2)cc1,3.6131,314.35
Cc1csc(N2CCCN(C(=O)CN3CSCC3=O)CC2)n1,1.02312,340.47
O=C(Nc1ccc2c(c1)OCO2)c1cc([N+](=O)[O-])ccc1Cl,3.2292,320.69
C[C@@H]1CCC[C@H]([NH+](C)CC[C@@H]2CCC[C@@H]2O)C1,1.6309,240.41
CC1(C)C(=O)N(CC2(CC(N)=S)CC2)S1(=O)=O,0.3934,276.38
COC(=O)C1C(C)=NC2=C(C(=O)[C@@H](C(=O)OC)[C@@H](c3cccs3)C2)[C@H]1c1cccs1,3.9568,443.55
COc1c(C)cccc1C(=O)NC(=S)N1CCN(c2c(Cl)cccc2[N+](=O)[O-])CC1,3.40212,448.93
C#CC1C2CC=CCC12,1.832,118.18
COc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3nc4cc(OC)c(OC)cc4s3)CC2)cc1,3.3615,491.59
C=CCN(C(=O)c1cn2ccc(C)cc2n1)[C@H]1CCS(=O)(=O)C1,1.45802,333.41
CCC(O)C1CC1(C)O,0.528,130.19
N#CCOC1=NCCC1,0.719,124.14
CC1(CC#N)CCCO1,1.469,125.17
CN1CCO[C@@H](C(=O)N(Cc2cccc(F)c2)C2CC2)C1,1.6473,292.35
COc1ccc(CN(C(=O)NCc2ccc(C)cc2N(C)C)C2CC2)cc1,3.94382,367.49
C1OC2CC3CC=CC123,1.351,122.17
CC#CC1(CC1)C1CO1,1.189,122.17
C[C@H](O)CN(C)S(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1,3.1174,384.3
O=C(C[S@@](=O)Cc1ccccc1Cl)Nc1ccc(OC(F)F)cc1,3.8288,373.81
CC1=CCC(=O)OC1,0.88,112.13
Cc1cccc(CCC(=O)N[C@H](C)c2noc(Cc3ccccc3)n2)c1,3.77882,349.43
CCc1nn(C)cc1NC(=O)Cc1n[nH]c2ccccc12,2.04,283.33
c1c(c[nH]c(=O)c1F)O,0.22,129.09
CCCC(C)(C)C(=O)N,1.298,129.2
C[C@H](OC(=O)Cc1noc2ccccc12)c1ccccc1N(C)C,3.7407,324.38
Cc1ccc(-c2n[nH]c(SC[C@H]3CCCO3)n2)cc1,3.0512200000000003,275.38
C[C@](NC(=O)C[C@@H]1CCCCO1)(C(=O)[O-])c1ccccc1,0.7271,290.34
C[C@@H](NC(=O)CCc1nc[nH]n1)c1ccc(-c2ccc(F)cc2)cc1,3.4208,338.39
CC[C@H](Sc1nc(-c2ccccc2F)n[nH]1)C(=O)NCc1ccccc1,3.7979,370.45
CCOc1ncno1,0.468,114.1
O=C(NCC1CCN(c2ncccn2)CC1)C(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,1.6733,448.53
COc1ccc(F)c(NC(=O)NC[C@@H](O)c2ccc(F)cc2)c1,2.8285,322.31
CN[C@]1(C#N)CCC[C@H](n2cc(Cl)cn2)C1,2.13338,238.72
OC1(C#C)C2CC1C2,0.39,108.14
C[C@H]1CN(C(=O)C2CC2)CC[C@@H]1[NH2+]Cc1ccccc1F,1.5361,291.39
Cc1nn(-c2ccccc2)c(C)c1CC(=O)N1CCC[C@@H](CNC(=O)C(C)(C)C)C1,3.43254,410.56
CN1C(=O)C[C@H](C(=O)NNc2cnccn2)[C@H]1c1ccc(Cl)c(F)c1,1.9318,363.78
COCCn1cnn(C[NH+]2CCC(Oc3c(C)cccc3C)CC2)c1=S,1.76113,377.53
CN1C[C@@H](C(=O)NCc2ccc(C(C)(C)C)cc2)CC1=O,2.0786,288.39
CC(=O)Nc1ccc(N[C@@H]2CCO[C@@]3(CCSC3)C2)cc1,3.1116,306.43
Cc1cc(N(C)C)ccc1NC(=O)[C@](C)(N)C(F)(F)F,2.27922,289.3
CCOc1cccc(N[C@H](C)[C@@H](C)C(=O)OC)c1,2.6948,251.33
Cc1noc(C)c1[C@H](C)NC(=O)c1ccoc1C,2.68386,248.28
COc1ccc(N2CCN(C(=O)COC(=O)Cc3ccccc3Cl)CC2)cc1,2.7831,402.88
C[NH+](Cc1ccc([S@@](C)=O)cc1)C[C@H]1CC=CCC1,1.795,278.44
CC1(CC=CCO1)C#N,1.245,123.16
ON=C1COC(C1)C#C,0.239,125.13
O=CC12CC1(CC2)C=O,0.554,124.14
CCn1ncc(Br)c1C(=O)NC1CC(C)(C)[NH2+]C(C)(C)C1,1.6783,358.3
Cc1cc(C(=O)NC2CCN(c3ccc(OC(F)F)cn3)CC2)c(C)o1,3.29164,365.38
CCOC[C@@H]1CCC[NH+](CC(=O)Nc2ccc(F)c(Cl)c2)C1,1.749,329.82
CC[C@@H](NC(=O)N[C@H](C)c1cccc(-n2cccn2)c1)c1nccs1,3.8403,355.47
CC1C2CC1C2(C)C=O,1.477,124.18
N#Cc1csc(C[NH2+]Cc2ccc(Br)s2)c1,2.70738,314.25
Cc1cccn2cc(CCN[C@@H](C)c3nccs3)nc12,2.9925200000000003,286.4
CC[NH+](C)CCn1c(CCl)nc2cccnc21,0.7047,253.76
C[C@H]1CC(N)=C(C#N)C1(C#N)C#N,0.79614,172.19
C#CCOCC1CCN(S(=O)(=O)Cc2cccc(C)c2)CC1,2.18662,321.44
c1coc(=O)cc1C#N,0.511,121.09
CCn1c(N)[nH+]c2cc(CO)ccc21,0.5498,192.24
CC1(C=O)C=CCC1O,0.512,126.15
Cc1nnc2n1CCN(Cc1cc3n(n1)CCN(C[C@@H]1CCOC1)C3)CC2,0.69342,371.49
COC(=O)N1CCN=C1,0.097,128.13
C=CCN(Cc1cccc(C#N)c1)C(=O)c1cc(C(C)C)nn1C,3.24358,322.41
Cc1ccccc1CN1CCN(C(=O)NCC2(c3ccccc3)CC2)CC1,3.5540199999999995,363.51
C=CCn1c(SCC(=O)Nc2nc3ccccc3s2)nnc1C(C)C,3.928,373.51
CC1CCOCC1C,1.679,114.19
CCc1ccc([C@@H]2COCCN2C(=O)[C@]2(C)CC2(Cl)Cl)o1,3.3258,332.23
C[C@H]1C[C@H]1C(=O)N1CCN(CC(=O)NC(=O)Nc2ccccc2)CC1,1.1349,344.42
CC12OCCC1CCO2,1.159,128.17
COc1cc(/C=C2\C(=O)NC(=O)N(c3cccc4ccccc34)C2=O)cc(Br)c1O,3.9829,467.28
O=C(CCc1cccc([N+](=O)[O-])c1)Nc1ccc(CCO)cc1,2.7009,314.34
CC(=O)c1ccccc1[N-]S(=O)(=O)c1cc([N+](=O)[O-])c(C)cc1F,3.63902,351.34
CC(C)OC(=O)C#C,0.571,112.13
C1C2C=C3CN4C2C1C34,0.629,119.17
CCN1C2CC(C)(O)C12,0.214,127.19
CCN1CCO[C@H](c2nc3c(c(=O)[nH]2)CCCN3)C1,0.5212,264.33
C[C@@H](OC(=O)c1ccc(N)cc1)C(=O)Nc1ccc([N+](=O)[O-])cc1Cl,3.0144,363.76
COc1ccc(F)c(NC(=O)C(=O)NCCN(C)c2ccccc2)c1,2.0254,345.37
C/[NH+]=C(/NCc1cn2ccsc2n1)NCC(C)(C)c1ccccc1,1.1192,342.49
CCN(CC(C)C)c1cc(C)c(F)cc1[C@H](C)[NH2+]C,2.87062,267.41
Cc1ccc(COCc2nn(C)c3c2C[NH2+]CC3)cc1,1.06482,272.37
CCN(C)C(C#C)C#N,0.463,122.17
COc1ccccc1N1CCN(S(=O)(=O)c2cc(C(=O)N3CCCC3)cs2)CC1,2.5036,435.57
CCC(C)C1=NNC=N1,1.318,125.17
CC(C)OCCCNC(=O)C1CCN(C(=O)[C@@H]2CCO[C@H]2C)CC1,1.5813,340.46
C[C@@H]1CN(S(=O)(=O)c2cc(C(=O)N(C)Cc3ccccc3)ccc2Cl)C[C@@H](C)O1,3.4101,436.96
Cc1nc2cc(NC(=O)[C@@H]3CC(=O)N(C)[C@@H]3c3cccnc3)ccc2o1,2.68932,350.38
NC(=O)Cc1ccccc1NC(=O)CCOc1ccc(Cl)cc1Cl,3.4288,367.23
O=C(Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1)[C@H]1CCCN(C(=O)NC2CC2)C1,2.3932,443.51
N#C[C@@H]1CNCCN1S(=O)(=O)c1ccc(C(F)(F)F)cc1,1.19148,319.31
NC(=O)[C@H]1CCC[NH+]1CCCOc1ccc2ccccc2c1,1.1413,299.39
C1OC1C1=CCCCC1,1.886,124.18
COC1C2CC(O2)C1C,0.809,128.17
OC12CC(OCC1)C=C2,0.466,126.15
CC[NH2+][C@@H](c1ccsc1)[C@@H]1CCOC2(CCCC2)C1,3.1119,280.46
CC1CC(N=CO1)C#C,0.825,123.15
Cc1ccc([C@H]2COCCN2Cc2c[nH]nc2-c2ccc3c(c2)OCCO3)o1,3.32282,381.43
CCN(C[C@@H](C)C#N)C(=O)[C@@H]1CCCC[NH+]1Cc1ccc(F)cc1,1.77128,332.44
C1C2OC1C21CCCC1,1.718,124.18
CC1C2(C)CC(C)C12C,2.689,124.23
COC=NC1CC1C#C,0.683,123.15
C[C@H]1CN(C(=O)NC23CC4CC(CC(C4)C2)C3)CC[C@@H]1[NH3+],1.6171,292.45
CCc1ccc([C@@H]2COCCN2Cc2nc(CCC(C)C)no2)o1,3.3871,333.43
COc1ccc(C(=O)N(C)C)cc1NS(=O)(=O)c1ccc(C(C)(C)C)cc1,3.4953,390.51
COc1ccccc1NC(=O)Cn1cnc2sc3c(c2c1=O)CC[C@H](C)C3,3.2301,383.47
CCn1cc(NC(=O)C(=O)N[C@H](CO)c2ccc(Cl)cc2)ccc1=O,1.3099,363.8
C(=C/c1ccco1)\C[NH+]1CCC(Cc2noc(C3CC3)n2)CC1,2.0908,314.41
CC12CC1CC1CC1C2,2.443,122.21
CCc1ncc(NC(=O)NCc2ccnc(OCC(F)F)c2)cn1,2.3996,337.33
C[C@H]1CC(C)(C)C[C@](CO)([NH2+]Cc2nnc(C(C)(C)C)o2)C1,2.0078,310.46
Cc1cc(C(=O)N[C@H]2C[C@@H]2c2cccc(Cl)c2)[nH]n1,2.65742,275.74
CCC(=O)Nc1cccc(C(=O)[C@H](C#N)c2ccc(F)cn2)c1,3.05928,311.32
CN1C2C1C1(CC1)C2=O,0.032,123.16
CC(=O)C1=C(C)C(C(=O)CSC2CCCC2)=N[C@H]1C,2.9799,279.4
CCOc1ccc(C(=O)NNS(=O)(=O)/C=C/c2ccccc2)cc1,2.3204,346.41
CC1=CC(=NNC(=O)c2ccccc2)C=C(C)C1=NO,2.5088,269.3
CC1C2CC2N1C(N)=O,0.158,126.16
CC(C)[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@H]1CCC[C@@H]1CO,1.6471,332.44
Cc1sc(C(=O)OCCn2cncn2)cc1-c1ccc(F)cc1,3.31112,331.37
CC1=CC2C3C2C2C3C12,1.684,118.18
CCc1cnc(nc1)C,1.347,122.17
O=C(NCCNc1ncccc1F)c1cccnc1,1.4576,260.27
CN=C1OC(C)C11CC1,1.214,125.17
CCCOCC1(C)CO1,1.202,130.19
O=C(CCn1nnc2ccccc21)N1CCC[C@H]1c1nc2ccccc2[nH]1,3.0614,360.42
CC(C)C(=O)C(O)C#N,0.096,127.14
Cc1nc(C)c(C(=O)N[C@@H](c2ccc(F)cc2)[C@@H]2CCCO2)o1,3.0806400000000003,318.35
CC1OC2CCC12C,1.574,112.17
O=C(OCC1CC1)c1ccc(N2CCCS2(=O)=O)cc1,1.7933,295.36
CCn1nc(CC(C)C)cc1C(=O)N[C@@H]1CCC[NH+](Cc2cccnc2)C1,1.4738,370.52
COc1ccc2cc(C(=O)[C@H]3CCC[NH+](Cc4cn(C)nc4C)C3)ccc2c1,2.56812,378.5
